id,species_name,2122739854885292,2127688472127014,2128163938482337,2123544720103717,2126560952975629,2123497725791939
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__halotolerans-sphaerospermum,Cladosporium halotolerans-sphaerospermum,0,0,0,1653,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__NA,Cladosporium sp,0,0,4933,35493,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora-Passalora;s__agavicola-nattrassii,Cercospora-Passalora agavicola-nattrassii,0,0,1370,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__NA;s__NA,Dothideomycetes sp,0,0,2329,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Didymosphaeria;s__futilis,Didymosphaeria futilis,0,0,1781,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA,Pleosporales sp,0,0,2192,11894,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__NA,Periconia sp,0,0,4659,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__NA,Alternaria sp,0,0,0,1526,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Cochliobolus-Curvularia;s__coatesiae-pallescens-trifolii,Cochliobolus-Curvularia coatesiae-pallescens-trifolii,0,0,1507,18446,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__inaequalis,Curvularia inaequalis,0,0,0,8205,0,0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__NA;g__NA;s__NA,Chaetothyriales sp,0,0,0,636,0,0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__NA;g__Chalara;s__NA,Chalara sp,0,0,0,1399,0,0
k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA,Ascomycota sp,0,0,95921,123147,0,0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__NA;s__NA,Stachybotryaceae sp,0,0,0,636,0,0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__NA;s__NA,Xylariaceae sp,0,0,0,954,0,0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__moelleroides,Agaricus moelleroides,0,0,0,826,0,0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__NA;g__NA;s__NA,Agaricales sp,0,0,0,1017,0,0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus;s__NA,Pleurotus sp,0,0,0,2607,0,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__arunalokei,Malassezia arunalokei,0,0,5755,1526,12406872,56199668
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__caprae,Malassezia caprae,214167,99933,0,0,0,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__globosa,Malassezia globosa,31914,0,1561057,3689,4612543,920801
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__NA,Malassezia sp,0,0,1370,0,0,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__restricta,Malassezia restricta,7839518,18494458,1743856,762801,2897431,1752041
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__sympodialis,Malassezia sympodialis,0,0,1644,1717,0,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__NA;s__NA,Malasseziaceae sp,0,0,1507,0,0,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__NA;g__NA;s__NA,Malasseziales sp,4483,0,0,0,31793921,218305
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__alborubescens-mucilaginosa,Rhodotorula alborubescens-mucilaginosa,0,0,1644,0,0,0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__NA,Ustilago sp,0,0,0,763,0,0
k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA,Fungi sp,0,0,0,27033,0,0
