id,species_name,2121990953443944,2127871425857420,2127536244723273,2128726082239891
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__NA,Cladosporium sp,0,5457,20433,2954
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__NA;g__NA;s__NA,Capnodiales sp,0,0,1037,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__NA,Neoascochyta sp,0,0,3272,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA,Pleosporales sp,0,0,1915,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__Ochrocladosporium;s__elatum,Ochrocladosporium elatum,0,7276,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__abundans-armoraciae,Alternaria abundans-armoraciae,0,0,30889,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__NA,Alternaria sp,0,0,78660,0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__NA,Exophiala sp,0,0,718,0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__marmoricola,Knufia marmoricola,0,0,1436,0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__NA;f__NA;g__Scytalidium;s__infestans,Scytalidium infestans,0,0,399,0
k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA,Ascomycota sp,0,0,5946,0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Candida;s__parapsilosis,Candida parapsilosis,0,24741,0,0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__NA;g__NA;s__NA,Saccharomycetales sp,0,8732,0,0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__Hanseniaspora;s__guilliermondii,Hanseniaspora guilliermondii,0,0,718,0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__NA,Plectosphaerella sp,0,0,518,0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__pseudostrictum,Sarocladium pseudostrictum,0,0,997,0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__NA;s__NA,Corticiaceae sp,0,0,877,0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Cryptobasidiaceae;g__NA;s__NA,Cryptobasidiaceae sp,0,0,1197,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__globosa,Malassezia globosa,8773008,3415060,838,2569
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__NA,Malassezia sp,0,0,1716,0
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__restricta,Malassezia restricta,13573,58579,2289370,8140491
k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__NA;g__NA;s__NA,Malasseziales sp,0,0,1316,203110
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__babjevae-glutinis-graminis,Rhodotorula babjevae-glutinis-graminis,0,0,7941,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__macerans,Cystofilobasidium macerans,0,0,4789,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__globisporum,Filobasidium globisporum,0,0,48569,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__NA;g__Holtermanniella;s__takashimae,Holtermanniella takashimae,0,0,2035,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__unica,Bullera unica,0,0,6824,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__dimennae,Vishniacozyma dimennae,0,0,16083,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__victoriae,Vishniacozyma victoriae,0,0,10855,0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__paraflava,Saitozyma paraflava,0,0,2594,0
k__Fungi;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA,Fungi sp,0,0,558,0
