id,species_name,2128219686039461,2123616963885232,2123049574638255,2129226246547627,2127252033141244,2122116184406737,2125539282502858,2125354857019209
k__Bacteria;p__*Saccharibacteria;c__NA;o__NA;f__NA;g__NA;s__sp66123,NA sp66123,0,0,0,0,0,4381,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris,Actinomyces oris,0,0,2137,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4769,Actinomyces sp4769,0,0,1374,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__bovis,Corynebacterium bovis,0,0,2213,1102,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__NA,Corynebacterium sp,0,0,1297,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__tuberculostearicum,Corynebacterium tuberculostearicum,0,0,0,1427,0,3093,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__NA;s__NA,Corynebacteriaceae sp,0,0,0,973,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia;s__aichiensis,Gordonia aichiensis,0,0,0,2984,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae;g__NA;s__NA,Gordoniaceae sp,0,0,0,778,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__NA;g__Lawsonella;s__clevelandensis,Lawsonella clevelandensis,2495180,1400153,0,0,2209182,1086679,1394650,1115798
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__NA;g__NA;s__NA,Corynebacteriales sp,579463,393984,0,0,914810,223212,386980,301597
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__lacticum,Microbacterium lacticum,0,0,0,1816,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__saccharophilum,Microbacterium saccharophilum,0,0,0,0,6034,0,0,0
